20	67500
20	72104
20	74729
20	87263
20	95601
20	102080
20	108292
20	117309
20	117933
20	120122
20	120590
20	120750
20	122275
20	122806
20	123651
20	126155
20	126310
20	131505
20	131948
20	133739
20	136928
20	138178
20	140136
20	144884
20	145257
20	145749
20	147601
20	149119
20	153298
20	155568
20	160111
20	162345
20	163607
20	164284
20	179735
20	184261
20	189433
20	195437
20	209906
20	213839
20	216914
20	218255
20	219486
20	222539
20	224745
20	227627
20	229730
20	233522
20	237816
20	238435
20	244138
20	246031
20	246483
20	247621
20	252757
20	254633
20	254648
20	255461
20	256760
20	264335
20	269837
20	270414
20	271135
20	271810
20	273447
20	282218
20	283283
20	288356
20	296368
20	297368
20	298416
20	312914
20	321756
20	333599
20	337392
20	340044
20	342643
20	343323
20	346702
20	348365
20	349321
20	350747
20	355549
20	356675
20	360319
20	362386
20	362768
20	365008
20	370980
20	373201
20	373322
20	376112
20	379734
20	383902
20	386575
20	391381
20	392969
20	394735
20	396023
20	401109
20	403158
20	405057
20	414383
20	421805
20	425206
20	436981
20	438591
20	442846
20	456325
20	458662
20	464448
20	470606
20	480620
20	484287
20	486312
20	503336
20	505268
20	508381
20	512216
20	525046
20	527131
20	534639
20	539756
20	545849
20	555243
20	582377
20	591616
20	596965
20	607465
20	614075
20	615587
20	620928
20	623537
20	624908
20	626022
20	627159
20	633548
20	634182
20	635817
20	640024
20	648809
20	651103
20	656407
20	675799
20	685715
20	688894
20	704111
20	713825
20	722255
20	724447
20	726275
20	732713
20	736102
20	744662
20	746423
20	746581
20	746855
20	747680
20	750227
20	750799
20	757564
20	761300
20	765974
20	776509
20	781314
20	781603
20	783249
20	786252
20	789767
20	797366
20	801157
20	813669
20	814178
20	833239
20	844441
20	846973
20	855678
20	857526
20	860945
20	861230
20	861757
20	863148
20	865664
20	866780
20	868530
20	871494
20	879890
20	885145
20	892486
20	899789
20	902060
20	913303
20	924661
20	930020
20	934153
20	934430
20	934597
20	936877
20	938320
20	945406
20	947092
20	964972
20	971165
20	972071
20	972675
20	975085
20	976190
20	977488
20	984194
20	984195
20	985645
20	987747
20	989431
20	993309
20	997076
20	1005659
20	1010300
20	1011823
20	1017288
20	1018266
20	1019132
20	1020991
20	1023817
20	1024121
20	1029573
20	1030614
20	1031337
20	1041154
20	1059991
20	1066904
20	1072882
20	1078996
20	1094175
20	1094316
20	1100621
20	1109334
20	1114638
20	1118959
20	1119477
20	1129074
20	1138860
20	1139716
20	1160476
20	1162839
20	1168783
20	1168799
20	1173751
20	1184045
20	1189928
20	1193726
20	1194678
20	1195705
20	1195854
20	1200593
